Прайс-лист на 18 июня 2018 г.;;;;;;;;;
Курс 61;;;;;;;;;
Ценовая группа;;ВАШ ЗАКАЗ;Розница;1 Оптовая У.Е.;;;;;
Артикул;Номенклатура;;руб.;У.Е;;;;;
;;;Включает НДС;Включает НДС;;;;;
;;;Цена;Цена;;;;;
;;;;;;;;;
;Товары;;;;;;;;
;Набор для заправки BURSTEN Plug-n-Print ;;;;;;;;
2775466660584.0;Чернила CIM 008Y для картриджей CAN CLI 8 YELLOW (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1060.0;11.2;;;;;iC7Y
2775466660614.0;Чернила CIM 008С для картриджей CAN CLI 8 CYAN (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1060.0;11.2;;;;;iC7Y
2770308080056.0;Чернила CIM 041C для картриджей CAN CL41/51 CYAN (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1290.0;13.61;;;;;iC7Y
2770308080070.0;Чернила CIM 041Y для картриджей CAN CL41/51 YELLOW (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1290.0;13.61;;;;;iC7Y
2770308080063.0;Чернила CIM 041М для картриджей CAN CL41/51 MAGENTA (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1290.0;13.61;;;;;iC7Y
2770308080094.0;Чернила CIM 04A для картриджей CAN PG-40/50 BLACK (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1290.0;13.61;;;;;iC7Y
2773108090065.0;Чернила CIM 520A для картриджей CAN PGI-520 BLACK PGM (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;11.28;;;;;iC7Y
2773108090102.0;Чернила CIM 521A  для картриджей Can CLI-521 Photo BLACK (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;11.28;;;;;iC7Y
2773108090072.0;Чернила CIM 521C  для картриджей Can CLI-521 CYAN (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;11.28;;;;;iC7Y
2773108090089.0;Чернила CIM 521M  для картриджей Can CLI-521 MAGENTA (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;11.28;;;;;iC7Y
2773108090096.0;Чернила CIM 521Y  для картриджей Can CLI-521 YELLOW (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;11.28;;;;;iC7Y
2770312100467.0;Чернила CIM 720C для картриджей CAN 426 CYAN (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.73;;;;;iC7Y
2770312100474.0;Чернила CIM 720M для картриджей CAN 426 MAGENTA (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.73;;;;;iC7Y
2770312100498.0;Чернила CIM 720MB для картриджей CAN 425 MATTE BLACK (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.73;;;;;iC7Y
2770312100504.0;Чернила CIM 720PB для картриджей CAN 426 PHOTO BLACK (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.73;;;;;iC7Y
2770312100481.0;Чернила CIM 720Y для картриджей CAN 426 YELLOW (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.73;;;;;iC7Y
2770312100276.0;Чернила CIM 810A для картриджей CAN PG-510/512 BK PGM (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.93;;;;;iC7Y
2770312100245.0;Чернила CIM 810C для картриджей CAN PG-511/513 CYAN (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.93;;;;;iC7Y
2770312100252.0;Чернила CIM 810M для картриджей CAN PG-511/513 MAGENTA (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.93;;;;;iC7Y
2770312100269.0;Чернила CIM 810Y для картриджей CAN PG-511/513 YELLOW (с логотипом CHERNIL.NET), 1000 мл Ink-Mate;;1070.0;13.93;;;;;iC7Y
;Чернила Ink-Mate для EPSON 1 литр;;;;;;;;
2773508130262.0;Комплект чернил Ink-Mate (EIM143 BK, BK/C/M/Y 290) для картриджей EPS (CHERNIL.NET), 1000 мл  x5;;9350.0;93.29;;;;;i7YE
2773508130279.0;Комплект чернил Ink-Mate (EIM143 BK, C/M/Y 290) для картриджей EPS (CHERNIL.NET), 1000 мл  x4;;6250.0;62.46;;;;;i7YE
2773508130248.0;Комплект чернил Ink-Mate EIM 1800 для картриджей EPS T054 (с логотипом CHERNIL.NET), 1000 мл x8;;18090.0;191.52;;;;;i7YE
2773508130200.0;Комплект чернил Ink-Mate EIM 1900 для картриджей EPS T087 (с логотипом CHERNIL.NET), 1000 мл x8;;18090.0;191.52;;;;;i7YE
2773508130101.0;Комплект чернил Ink-Mate EIM 200 для картриджей EPS L100/L200 (с логотипом CHERNIL.NET), 1000 мл x4;;4900.0;49.21;;;;;i7YE
2773508130231.0;Комплект чернил Ink-Mate EIM 2400 для картриджей EPS T059 (с логотипом CHERNIL.NET), 1000 мл x9;;22590.0;239.16;;;;;i7YE
2773508130224.0;Комплект чернил Ink-Mate EIM 2880 для картриджей EPS T096 (с логотипом CHERNIL.NET), 1000 мл x9;;22590.0;239.16;;;;;i7YE
2773508130057.0;Комплект чернил Ink-Mate EIM 290 для картриджей EPS T082 (с логотипом CHERNIL.NET), 1000 мл x6;;6650.0;66.2;;;;;i7YE
2773508130071.0;Комплект чернил Ink-Mate EIM 300А, 1500С для картриджей EPS T048 (CHERNIL.NET), 1000 мл x6;;6140.0;57.46;;;;;i7YE
2773508130088.0;Комплект чернил Ink-Mate EIM 801 (BK/C/M/Y/LC/LM) для картриджей EPS L800 (CHERNIL.NET), 1000 мл x6;;6250.0;62.24;;;;;i7YE
2773508130217.0;Комплект чернил Ink-Mate EIMB 143 (PBК/PC/PM/PY) для EPS(с логотипом CHERNIL.NET), 1000 мл  x4;;9970.0;112.9;;;;;i7YE
2775466660256.0;Чернила EIM 1500LM для картриджей EPS T0482 LIGHT MAGENTA (с логотипом CHERNIL.NET), 1000 мл;;1020.0;10.77;;;;;i7YE
2775466660249.0;Чернила EIM 1500LС для картриджей EPS T0482 LIGHT CYAN (с логотипом CHERNIL.NET), 1000 мл;;1020.0;10.77;;;;;i7YE
2775466660188.0;Чернила EIM 1500M для картриджей EPS T0482 MAGENTA (с логотипом CHERNIL.NET), 1000 мл;;1020.0;10.77;;;;;i7YE
2775466660195.0;Чернила EIM 1500Y для картриджей EPS T0482 YELLOW (с логотипом CHERNIL.NET), 1000 мл;;1020.0;10.77;;;;;i7YE
2775466660171.0;Чернила EIM 1500С для картриджей EPS T0482 CYAN (с логотипом CHERNIL.NET), 1000 мл;;1020.0;10.77;;;;;i7YE
2775466660553.0;Чернила EIM 1800BL SuperChrome для картриджей EPS T054 BLUE (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.94;;;;;i7YE
2775466660515.0;Чернила EIM 1800C SuperChrome для картриджей EPS T054 CYAN (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.94;;;;;i7YE
2775466660522.0;Чернила EIM 1800M SuperChrome для картриджей EPS T054 MAGENTA (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.94;;;;;i7YE
2775466660560.0;Чернила EIM 1800MB SuperChrome для картриджей EPS T054 MATTE BLACK (с логотипом CHERNIL.NET), 1000 м;;2270.0;23.94;;;;;i7E
2775466660577.0;Чернила EIM 1800OP SuperChrome для картриджей EPS T054 OPTIMISER (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.94;;;;;i7YE
2775466660508.0;Чернила EIM 1800PB SuperChrome для картриджей EPS T054 PHOTO BLACK (с логотипом CHERNIL.NET),1000 м;;2270.0;23.94;;;;;i7E
2785466660545.0;Чернила EIM 1800R SuperChrome для картриджей EPS T054 RED (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.94;;;;;i7YE
2785466660538.0;Чернила EIM 1800Y SuperChrome для картриджей EPS T054 YELLOW (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.94;;;;;i7YE
2773108090140.0;Чернила EIM 1900C SuperChrome для картриджей EPS T087 CYAN (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.82;;;;;i7YE
2773108090157.0;Чернила EIM 1900M SuperChrome для картриджей EPS T087 MAGENTA (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.82;;;;;i7YE
2773108090164.0;Чернила EIM 1900MB SuperChrome для картриджей EPS T087 MATTE BLACK (с логотипом CHERNIL.NET), 1000 м;;2270.0;23.82;;;;;i7E
2773108090171.0;Чернила EIM 1900OP SuperChrome для картриджей EPS T087 OPTIMISER (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.82;;;;;i7YE
2773108090188.0;Чернила EIM 1900Or SuperChrome для картриджей EPS T087 ORANGE (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.82;;;;;i7YE
2773108090133.0;Чернила EIM 1900PB SuperChrome для картриджей EPS T087 PHOTO BLACK (с логотипом CHERNIL.NET),1000 м;;2270.0;23.82;;;;;i7E
2773108090195.0;Чернила EIM 1900R SuperChrome для картриджей EPS T087 RED (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.82;;;;;i7YE
2773108090201.0;Чернила EIM 1900Y SuperChrome для картриджей EPS T087 YELLOW (с логотипом CHERNIL.NET), 1000 мл ;;2270.0;23.82;;;;;i7YE
2770312100429.0;Чернила EIM 200BK для картриджей EPS L100/L200 BLACK (аналог EIM 110A), (c логотипом CHERNIL.NET), 1000 мл ;;1300.0;13.06;;;;;i7YE
2770312100436.0;Чернила EIM 200C для картриджей EPS L100/L200 CYAN (аналог EIM 110С), (c логотипом CHERNIL.NET), 1000 мл ;;1130.0;11.85;;;;;i7YE
2770312100443.0;Чернила EIM 200M для картриджей EPS L100/L200 MAGENTA (аналог EIM 110M), (c логотипом CHERNIL.NET), 1000 мл ;;1130.0;11.85;;;;;i7YE
2770312100450.0;Чернила EIM 200Y для картриджей EPS L100/L200 YELLOW (аналог EIM 110Y), (c логотипом CHERNIL.NET), 1000 мл ;;1130.0;11.85;;;;;i7YE
2775466660652.0;Чернила EIM 290A  для картриджей EPS T082  BLACK (с логотипом CHERNIL.NET), 1000 мл ;;1250.0;12.22;;;;;i7YE
2775466660539.0;Чернила EIM 290C для картриджей EPS T082 CYAN (с логотипом CHERNIL.NET), 1000 мл ;;1020.0;11.01;;;;;i7YE
2775466660669.0;Чернила EIM 290LC для картриджей EPS T082 LIGHT CYAN (с логотипом CHERNIL.NET), 1000 мл ;;1020.0;11.01;;;;;i7YE
2775466660676.0;Чернила EIM 290LM для картриджей EPS T082 LIGHT MAGENTA (с логотипом CHERNIL.NET), 1000 мл ;;1020.0;11.01;;;;;i7YE
2775466660546.0;Чернила EIM 290M  для картриджей EPS T082 MAGENTA (с логотипом CHERNIL.NET), 1000 мл ;;1020.0;11.01;;;;;i7YE
2775466660645.0;Чернила EIM 290Y для картриджей EPS T082 YELLOW (с логотипом CHERNIL.NET), 1000 мл ;;1020.0;11.01;;;;;i7YE
2775466660164.0;Чернила EIM 300A  для картриджей EPS T048 BLACK (c логотипом CHERNIL.NET) 1000 мл ;;1250.0;12.22;;;;;i7YE
2770312100399.0;Чернила EIM 801A  для картриджей EPS принтеров L800 BLACK ( с логотипом CHERNIL.NET)  1000 мл;;1150.0;11.38;;;;;i7YE
2770312100368.0;Чернила EIM 801C для картриджей EPS принтеров L800 CYAN ( с логотипом CHERNIL.NET)  1000 мл;;970.0;10.19;;;;;i7YE
2770312100405.0;Чернила EIM 801LC  для принтеров EPS L800 LIGHT CYAN ( с логотипом CHERNIL.NET)  1000 мл;;970.0;10.19;;;;;i7YE
2770312100412.0;Чернила EIM 801LM для принтеров EPS L800 LIGHT MAGENTA ( с логотипом CHERNIL.NET) 1000 мл;;970.0;10.19;;;;;i7YE
2770312100375.0;Чернила EIM 801M  для картриджей EPS принтеров L800 MAGENTA ( с логотипом CHERNIL.NET)  1000 мл;;970.0;10.19;;;;;i7YE
2770312100382.0;Чернила EIM 801Y для принтеров EPS L800 YELLOW ( с логотипом CHERNIL.NET) 1000 мл;;970.0;10.19;;;;;i7YE
2770912100016.0;Чернила EIM2400C SuperChrome для картриджей EPS T059 CYAN (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770912100023.0;Чернила EIM2400LB SuperChrome для картриджей EPS T059 LIGHT BLACK (с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770912100030.0;Чернила EIM2400LC SuperChrome для картриджей EPS T059 LIGHT CYAN (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100047.0;Чернила EIM2400LLB SuperChrome для картр.EPST059 LIGHT LIGHT BLACK (с логотипом CHERNIL.NET) 1000 мл;;2510.0;26.58;;;;;i7YE
2770912100054.0;Чернила EIM2400LM SuperChrome для картриджей EPST059 LIGHT MAGENTA(с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770912100061.0;Чернила EIM2400M SuperChrome для картриджей EPS T059 MAGENTA (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100078.0;Чернила EIM2400MB SuperChrome для картриджей EPS T059 MATTE BLACK (с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100085.0;Чернила EIM2400PB SuperChrome для картриджей EPS T059 PHOTO BLACK (с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100092.0;Чернила EIM2400Y SuperChrome для картриджей EPS T059 YELLOW (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100146.0;Чернила EIM2880C SuperChrome для картриджей EPS T096 CYAN (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100115.0;Чернила EIM2880LB SuperChrome для картриджей EPS T096 LIGHT BLACK (с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100177.0;Чернила EIM2880LC SuperChrome для картриджей EPS T096 LIGHT CYAN (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100122.0;Чернила EIM2880LLB SuperChrome для картр.EPST096 LIGHT LIGHT BLACK (с логотипом CHERNIL.NET) 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100184.0;Чернила EIM2880LM SuperChrome для картриджей EPST096 LIGHT MAGENTA(с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100153.0;Чернила EIM2880M SuperChrome для картриджей EPS T096 MAGENTA (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100139.0;Чернила EIM2880MB SuperChrome для картриджей EPS T096 MATTE BLACK (с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100108.0;Чернила EIM2880PB SuperChrome для картриджей EPS T096 PHOTO BLACK (с логотипом CHERNIL.NET), 1000 мл;;2510.0;26.58;;;;;i7YE
2770312100160.0;Чернила EIM2880Y SuperChrome для картриджей EPS T096 YELLOW (с логотипом CHERNIL.NET), 1000 мл ;;2510.0;26.58;;;;;i7YE
2770312100511.0;Чернила EIMB 143PBk для EPS T137/136, Т133/132 Black Pigment (аналог EIM 100A), (с логотипом CHERNIL.NET)  1000 мл;;2500.0;28.22;;;;;i7YE
2770312100528.0;Чернила EIMB 143PC для EPS T137/136, Т133/132 Cyan Pigment (аналог EIM 100C), (с логотипом CHERNIL.NET)  1000 мл;;2500.0;28.22;;;;;i7YE
2770312100535.0;Чернила EIMВ 143РM для EPS T137/136, Т133/132 Magenta Pigment (аналог EIM 100M), (с логотипом CHERNIL.NET)  1000 мл;;2500.0;28.22;;;;;i7YE
2770312100542.0;Чернила EIMВ 143РY для EPS T137/136, Т133/132 Yellow Pigment (аналог EIM 100Y), (с логотипом CHERNIL.NET)  1000 мл;;2500.0;28.22;;;;;i7YE
;Чернила Ink-Mate для НР 1 литр;;;;;;;;
;Комплект HIM 311A/311С для картриджей HP Viv (с логотипом CHERNIL.NET), 1000 мл x6;;9790.0;102.82;;;;;i7YH
2773608130056.0;Комплект HIM 364PA/364C для картриджей HP Viv 178/920 Ink-Мate (с логотипом CHERNIL.NET), 1000х4мл;;4100.0;43.34;;;;;i7H
;Комплект HIM 364PA/364С для картриджей HP Viv 178 (с логотипом CHERNIL.NET), 1000 мл x5;;7840.0;70.56;;;;;i7YH
;Комплект HIM 900A/900С для картриджей HP 27/56 28/57 (с логотипом CHERNIL.NET), 1000 мл x 4;;5760.0;60.48;;;;;i7YH
;Комплект HIM 940A/C/M/Y для картриджей HP 940 (с логотипом CHERNIL.NET), 1000 мл x4;;10750.0;112.9;;;;;i7YH
;Комплект HIM 941B/C/M/Y DYE для картриджей HP 8000/8500 (с логотипом CHERNIL.NET), 1000 мл x4;;7870.0;82.66;;;;;i7YH
2775466660348.0;Чернила HIM 311A для картриджей HP Vivera 177/85/88/10 BLACK (CHERNIL.NET), 1000 мл Ink-Мate;;1360.0;14.34;;;;;i7YH
2775466660393.0;Чернила HIM 311LM для картриджей HP Vivera 177/85/88/10 LIGHT MAGENTA (CHERNIL.NET),1000 мл Ink-Мate;;1240.0;13.1;;;;;i7YH
2775466660386.0;Чернила HIM 311LС для картриджей HP Vivera 177/85/88/10 LIGHT СYAN (CHERNIL.NET), 1000 мл Ink-Мate;;1240.0;13.1;;;;;i7YH
2775466660362.0;Чернила HIM 311M для картриджей HP Vivera 177/85/88/10 MAGENTA (CHERNIL.NET), 1000 мл Ink-Мate;;1360.0;14.34;;;;;i7YH
2775466660379.0;Чернила HIM 311Y для картриджей HP Vivera 177/85/88/10 YELLOW (CHERNIL.NET), 1000 мл Ink-Мate;;1360.0;14.34;;;;;i7YH
2775466660355.0;Чернила HIM 311С для картриджей HP Vivera 177/85/88/10 СYAN (CHERNIL.NET), 1000 мл Ink-Мate;;1360.0;14.34;;;;;i7YH
2773108090058.0;Чернила HIM 364A для картриджей HP 178 PHOTO BLACK (с логотипом CHERNIL.NET), 1000 мл  Ink-Мate;;1030.0;10.84;;;;;i7YH
2773108090027.0;Чернила HIM 364C для картриджей HP 178 CAYN (с логотипом CHERNIL.NET), 1000 мл  Ink-Мate;;1030.0;10.84;;;;;i7YH
2773108090034.0;Чернила HIM 364M для картриджей HP 178 MAGENTA (с логотипом CHERNIL.NET), 1000 мл  Ink-Мate;;1030.0;10.84;;;;;i7YH
2773108090010.0;Чернила HIM 364PA для картриджей HP 178 BLACK PIGMENT (с логотипом CHERNIL.NET), 1000 мл  Ink-Мate;;1030.0;10.84;;;;;i7YH
2773108090041.0;Чернила HIM 364Y для картриджей HP 178 YELLOW(с логотипом CHERNIL.NET), 1000 мл  Ink-Мate;;1030.0;10.84;;;;;i7YH
2775466660270.0;Чернила HIM 900A для картриджей HP 27/56 BLACK PIGMENT (с логотипом CHERNIL.NET), 1000 мл  Ink-Mate;;1030.0;10.84;;;;;i7YH
2775466660287.0;Чернила HIM 900C для картриджей HP 28/57 CYAN (с логотипом CHERNIL.NET), 1000 мл  Ink-Mate;;1030.0;10.84;;;;;i7YH
2775466660294.0;Чернила HIM 900M для картриджей HP 28/57 MAGENTA (с логотипом CHERNIL.NET), 1000 мл  Ink-Mate;;1030.0;10.84;;;;;i7YH
2775466660300.0;Чернила HIM 900Y для картриджей HP 28/57 YELLOW (с логотипом CHERNIL.NET), 1000 мл  Ink-Mate;;1030.0;10.84;;;;;i7YH
2770312100351.0;Чернила HIM 940A для НР 940 BLACK PIGMENT (с логотипом CHERNIL/NET), 1000 мл Ink-Mate;;2070.0;21.87;;;;;i7YH
